work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,MI,FT,Research Scientist,440000,USD,440000,US,0,US,M
2024,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2024,SE,FT,Data Engineer,167400,USD,167400,US,100,US,M
2024,SE,FT,Data Integration Engineer,178200,USD,178200,US,0,US,M
2024,SE,FT,Software Engineer,160000,USD,160000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,365100,USD,365100,US,0,US,M
2024,SE,FT,Software Engineer,227000,USD,227000,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,MI,FT,Engineer,86500,USD,86500,US,0,US,M
2024,MI,FT,Data Scientist,329600,USD,329600,US,0,US,M
2024,MI,FT,Machine Learning Engineer,206500,USD,206500,US,100,US,M
2024,MI,FT,Machine Learning Engineer,333000,USD,333000,US,0,US,M
2024,MI,FT,Research Engineer,202400,USD,202400,US,0,US,M
2024,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2024,SE,FT,Research Scientist,440000,USD,440000,US,0,US,M
2024,SE,FT,Data Engineer,3000000,INR,36014,IN,0,IN,M
2024,SE,FT,Software Engineer,175000,USD,175000,US,0,US,M
2024,EN,FT,Data Analyst,90600,USD,90600,US,0,US,M
2024,SE,FT,Software Engineer,179000,USD,179000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,177688,USD,177688,US,0,US,M
2024,MI,FT,AI Engineer,83900,USD,83900,US,0,US,M
2024,SE,FT,Data Analyst,110000,USD,110000,CA,0,CA,M
2024,MI,FT,Data Operations Associate,75000,USD,75000,US,100,US,M
2024,SE,FT,Software Engineer,168000,USD,168000,US,0,US,M
2024,SE,FT,Technical Lead,293000,USD,293000,US,0,US,M
2024,SE,FT,Analyst,68640,USD,68640,US,0,US,M
2024,SE,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Engineer,276000,USD,276000,US,0,US,M
2024,MI,FT,Engineering Manager,360000,USD,360000,US,0,US,M
2024,MI,FT,Research Scientist,85000,USD,85000,US,0,US,M
2024,MI,FT,Data Manager,27979,GBP,34973,ZA,0,ZA,M
2024,SE,FT,Machine Learning Researcher,160000,USD,160000,US,100,US,M
2024,SE,FT,Data Engineer,159000,USD,159000,US,0,US,M
2024,SE,FT,Software Engineer,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Scientist,213500,USD,213500,US,0,US,M
2024,MI,FT,Data Engineer,116047,USD,116047,CA,0,CA,M
2024,SE,FT,Data Engineer,277500,USD,277500,US,0,US,M
2024,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
2024,EX,FT,Engineer,186250,USD,186250,US,0,US,M
2024,SE,FT,Software Engineer,276000,USD,276000,US,0,US,M
2024,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Engineer,185000,USD,185000,US,100,US,M
2024,SE,FT,Engineer,125000,USD,125000,US,100,US,M
2024,MI,FT,Data Analyst,91665,USD,91665,US,0,US,M
2024,SE,FT,Analyst,139000,USD,139000,US,0,US,M
2024,SE,FT,Data Team Lead,173900,USD,173900,US,0,US,M
2024,MI,FT,Machine Learning Engineer,102000,GBP,127500,GB,0,GB,M
2024,SE,FT,Analyst,150000,USD,150000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,337280,USD,337280,US,0,US,M
2024,SE,FT,Data Architect,250000,USD,250000,US,100,US,M
2024,MI,FT,Software Engineer,98300,USD,98300,US,0,US,M
2024,MI,FT,Manager,285900,USD,285900,US,0,US,M
2024,SE,FT,Machine Learning Engineer,240500,USD,240500,US,0,US,M
2024,SE,FT,Engineer,118000,USD,118000,US,0,US,M
2024,SE,FT,Consultant,211000,USD,211000,US,0,US,M
2024,SE,FT,Research Scientist,290200,USD,290200,US,0,US,M
2024,SE,FT,Consultant,145700,USD,145700,US,0,US,M
2024,MI,FT,Research Scientist,359400,USD,359400,US,100,US,M
2024,SE,FT,Engineer,258750,USD,258750,US,0,US,M
2024,MI,FT,Data Analyst,93000,USD,93000,US,0,US,M
2024,MI,FT,Software Engineer,237500,USD,237500,US,0,US,M
2024,SE,FT,Research Engineer,175392,USD,175392,US,0,US,M
2024,SE,FT,Machine Learning Researcher,250800,USD,250800,US,0,US,M
2024,MI,FT,Data Operations Engineer,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Analyst,207000,USD,207000,US,0,US,M
2024,SE,FT,Data Scientist,126500,USD,126500,US,100,US,M
2024,EN,FT,Software Developer,66800,USD,66800,CA,0,CA,M
2024,MI,FT,Data Scientist,76980,USD,76980,US,0,US,M
2024,MI,FT,Analytics Engineer,143100,USD,143100,US,0,US,M
2024,MI,FT,Data Visualization Specialist,94763,USD,94763,US,100,US,M
2024,SE,FT,Systems Engineer,278400,USD,278400,US,0,US,M
2024,MI,FT,Associate,48500,USD,48500,US,0,US,M
2024,MI,FT,Software Engineer,150000,USD,150000,US,0,US,M
2024,MI,FT,Software Engineer,252000,USD,252000,US,0,US,M
2024,SE,FT,Research Engineer,160000,USD,160000,US,0,US,S
2024,MI,FT,Product Manager,252000,USD,252000,US,0,US,M
2024,SE,FT,Applied Scientist,120100,USD,120100,US,0,US,M
2024,SE,FT,Research Engineer,360000,USD,360000,US,0,US,M
2024,SE,FT,Backend Engineer,194000,USD,194000,US,0,US,M
2024,MI,FT,Data Scientist,121000,USD,121000,US,0,US,M
2024,SE,FT,Research Analyst,94600,USD,94600,US,0,US,M
2024,SE,FT,Research Scientist,112000,USD,112000,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Software Engineer,112200,USD,112200,US,0,US,M
2024,SE,FT,Analyst,78800,USD,78800,US,0,US,M
2024,SE,FT,Research Scientist,141300,USD,141300,US,100,US,M
2024,SE,FT,Engineer,258750,USD,258750,US,0,US,M
2024,SE,FT,Data Engineer,74476,USD,74476,US,0,US,M
2024,MI,FT,Software Engineer,184000,USD,184000,US,0,US,M
2024,MI,FT,AI Engineer,68200,USD,68200,US,0,US,M
2024,SE,FT,Engineering Manager,290000,USD,290000,US,100,US,M
2024,EX,FT,Data Engineer,292500,USD,292500,US,100,US,M
2024,SE,FT,BI Engineer,170000,USD,170000,US,100,US,M
2024,SE,FT,Data Scientist,288300,USD,288300,US,0,US,M
2024,SE,FT,Analyst,144600,USD,144600,US,0,US,M
2024,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Architect,118000,USD,118000,US,100,US,M
2024,SE,FT,Systems Engineer,139000,CAD,106923,CA,0,CA,M
2024,SE,FT,Data Engineer,183695,USD,183695,US,100,US,M
2024,EN,FT,Data Analyst,45000,EUR,50000,FR,0,FR,M
2024,SE,FT,Analyst,108445,USD,108445,US,0,US,M
2024,SE,FT,Solutions Architect,130000,USD,130000,US,100,US,M
2024,SE,FT,Software Developer,67700,USD,67700,US,100,US,M
2024,EX,FT,Data Engineer,85000,USD,85000,US,0,US,M
2024,SE,FT,Data Scientist,49000,GBP,61250,GB,0,GB,M
2024,EN,FT,Data Analyst,168520,USD,168520,US,0,US,M
2024,MI,FT,Software Engineer,208800,USD,208800,US,0,US,M
2024,SE,FT,Manager,370300,USD,370300,US,0,US,M
2024,EN,FT,Engineer,80000,USD,80000,MT,0,MT,M
2024,MI,FT,Data Analyst,116040,USD,116040,US,0,US,M
2024,MI,FT,Data Product Owner,85508,GBP,106885,US,0,US,M
2024,EN,FT,Machine Learning Engineer,70000,USD,70000,US,0,US,M
2024,MI,FT,Data Engineer,49000,GBP,61250,GB,0,GB,M
2024,MI,FT,Data Engineer,62000,USD,62000,US,0,US,M
2024,MI,FT,Product Manager,142000,USD,142000,US,0,US,M
2024,MI,FT,BI Developer,112000,USD,112000,US,100,US,M
2024,MI,FT,Software Engineer,83600,USD,83600,CA,0,CA,M
2024,MI,FT,Computer Vision Engineer,234130,USD,234130,US,0,US,M
2024,MI,FT,Data Analyst,98400,USD,98400,US,0,US,M
2024,SE,FT,Analyst,87280,USD,87280,US,0,US,M
2024,MI,FT,Software Engineer,129300,USD,129300,US,100,US,L
2024,SE,FT,Software Engineer,140000,EUR,155555,FR,100,FR,M
2024,EN,FT,Data Analyst,51000,USD,51000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
2024,MI,FT,Associate,160000,USD,160000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,84500,USD,84500,US,0,US,M
2024,MI,FT,Data Scientist,72700,USD,72700,US,0,US,M
2024,SE,FT,Engineer,340000,USD,340000,US,0,US,M
2024,MI,FT,Engineer,252000,USD,252000,US,0,US,M
2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Data Architect,110000,GBP,137500,GB,0,GB,M
2024,SE,FT,Applied Scientist,110000,USD,110000,US,100,US,M
2024,MI,FT,Software Engineer,189000,USD,189000,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M
2024,MI,FT,Engineer,180000,USD,180000,US,100,US,M
2024,MI,FT,Data Scientist,164314,USD,164314,US,100,US,M
2024,MI,FT,Engineer,129300,USD,129300,US,0,US,L
2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,137500,USD,137500,US,0,US,M
2024,SE,FT,Data Scientist,152375,USD,152375,US,100,US,M
2024,SE,FT,Product Manager,117200,USD,117200,US,0,US,M
2024,SE,FT,DevOps Engineer,277500,USD,277500,US,0,US,M
2024,SE,FT,Software Engineer,287470,USD,287470,US,0,US,M
2024,SE,FT,Software Engineer,163000,USD,163000,US,0,US,M
2024,MI,FT,Data Scientist,60300,USD,60300,US,0,US,M
2024,SE,FT,Software Engineer,77000,USD,77000,US,0,US,M
2024,SE,FT,Data Architect,184000,USD,184000,US,0,US,M
2024,SE,FT,Data Engineer,167000,USD,167000,US,0,US,M
2024,MI,FT,Research Scientist,175000,USD,175000,US,100,US,M
2024,MI,FT,Software Engineer,159600,USD,159600,CA,0,CA,M
2024,MI,FT,Machine Learning Engineer,143100,USD,143100,US,0,US,M
2024,SE,FT,Software Engineer,168000,USD,168000,US,0,US,M
2024,MI,FT,Data Scientist,228000,USD,228000,US,0,US,M
2024,SE,FT,Software Engineer,158400,USD,158400,US,0,US,M
2024,SE,FT,Full Stack Developer,75000,EUR,83333,FR,100,FR,M
2024,SE,FT,Data Scientist,150500,USD,150500,CA,0,CA,M
2024,MI,FT,Data Scientist,81400,USD,81400,US,0,US,M
2024,MI,FT,Business Analyst,115000,USD,115000,US,0,US,M
2024,SE,FT,Head of Data,120000,USD,120000,CL,100,CL,M
2024,SE,FT,Machine Learning Engineer,245400,USD,245400,US,0,US,M
2024,SE,FT,Engineer,252000,USD,252000,US,0,US,M
2024,SE,FT,Applied Scientist,97400,USD,97400,US,0,US,M
2024,SE,FT,Software Engineer,219000,USD,219000,US,0,US,M
2024,MI,FT,Data Scientist,146400,USD,146400,US,0,US,M
2024,MI,FT,Software Engineer,170000,USD,170000,AT,100,AT,M
2024,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M
2024,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2024,MI,FT,Consultant,101000,USD,101000,US,100,US,M
2024,SE,FT,Data Scientist,149000,USD,149000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,234000,USD,234000,US,100,US,M
2024,MI,FT,Robotics Engineer,256500,USD,256500,US,0,US,M
2024,MI,FT,Data Scientist,93500,USD,93500,US,0,US,M
2024,SE,FT,Software Engineer,235200,USD,235200,US,0,US,M
2024,SE,FT,Data Scientist,25000,GBP,31250,GB,0,GB,M
2024,SE,FT,Engineer,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Scientist,187158,USD,187158,US,0,US,M
2024,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
2024,SE,FT,Site Reliability Engineer,199200,USD,199200,US,0,US,M
2024,MI,FT,Computational Biologist,157600,USD,157600,US,0,US,M
2024,SE,FT,Statistical Programmer,164800,USD,164800,US,0,US,M
2024,EN,FT,Data Integration Engineer,150000,USD,150000,US,0,US,M
2024,MI,FT,Manager,116640,USD,116640,US,0,US,M
2024,SE,FT,Engineer,185000,USD,185000,US,100,US,M
2024,SE,FT,Data Scientist,250200,USD,250200,US,0,US,M
2024,SE,FT,Software Engineer,163000,USD,163000,US,0,US,M
2024,MI,FT,Data Scientist,48884,GBP,61105,GB,0,GB,M
2024,SE,FT,Data Scientist,197500,USD,197500,US,0,US,M
2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,223990,USD,223990,US,0,US,M
2024,MI,FT,Software Engineer,177000,USD,177000,US,0,US,M
2024,SE,FT,Data Scientist,162706,USD,162706,US,0,US,M
2024,SE,FT,Software Developer,62100,USD,62100,US,0,US,M
2024,SE,FT,Software Engineer,124100,USD,124100,US,0,US,M
2024,SE,FT,Data Scientist,258000,USD,258000,US,0,US,M
2024,MI,FT,Software Engineer,104000,USD,104000,US,0,US,M
2024,MI,FT,Research Associate,39347,GBP,49183,GB,0,GB,M
2024,SE,FT,Consultant,101600,USD,101600,US,100,US,M
2024,EN,FT,Data Analyst,98000,USD,98000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,285500,USD,285500,US,0,US,M
2024,EN,FT,Data Analyst,113800,USD,113800,US,0,US,M
2024,MI,FT,Research Scientist,280000,USD,280000,US,0,US,M
2024,SE,FT,Data Engineer,313000,USD,313000,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,80000,USD,80000,US,0,US,M
2024,SE,FT,Power BI Developer,126000,USD,126000,US,100,US,M
2024,SE,FT,Software Engineer,225000,USD,225000,US,0,US,M
2024,SE,FT,Engineer,313600,USD,313600,US,0,US,M
2024,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M
2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2024,MI,FT,Machine Learning Researcher,210000,USD,210000,US,0,US,M
2024,MI,FT,Data Engineer,235400,USD,235400,US,0,US,M
2024,SE,FT,Data Analyst,118100,USD,118100,US,0,US,M
2024,SE,FT,Engineer,91520,USD,91520,US,0,US,M
2024,SE,FT,Research Scientist,282000,USD,282000,US,0,US,M
2024,SE,FT,Data Analyst,110000,USD,110000,BR,100,BR,M
2024,SE,FT,Manager,293800,USD,293800,US,0,US,M
2024,SE,FT,Product Manager,184000,USD,184000,US,0,US,M
2024,MI,FT,Data Scientist,45600,EUR,50666,NL,0,NL,M
2024,EN,FT,Business Intelligence Analyst,192300,USD,192300,US,0,US,M
2024,SE,FT,Data Scientist,237908,USD,237908,US,0,US,M
2024,MI,FT,Manager,154330,USD,154330,US,0,US,M
2024,SE,FT,Engineer,145000,USD,145000,US,0,US,M
2024,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Research Engineer,264200,USD,264200,US,0,US,M
2024,SE,FT,Cloud Engineer,250600,USD,250600,US,0,US,M
2024,MI,FT,Software Engineer,125000,USD,125000,US,0,US,M
2024,SE,FT,Data Analyst,500000,USD,500000,US,0,US,M
2024,SE,FT,Software Engineer,182400,USD,182400,US,0,US,M
2024,MI,FT,Product Manager,125000,USD,125000,US,100,US,M
2024,SE,FT,Data Analyst,113000,USD,113000,FR,0,FR,M
2024,SE,FT,Software Engineer,237000,USD,237000,US,0,US,M
2024,MI,FT,Data Scientist,81250,USD,81250,US,0,US,M
2024,SE,FT,Power BI Developer,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M
2024,MI,FT,Software Engineer,89000,USD,89000,US,0,US,M
2024,EN,FT,Data Engineer,47000,USD,47000,US,0,US,M
2024,EN,FT,Data Analyst,97375,USD,97375,US,0,US,M
2024,SE,FT,Engineer,137000,USD,137000,US,0,US,M
2024,SE,FT,Software Engineer,285000,USD,285000,US,0,US,M
2024,MI,FT,Data Analyst,58905,USD,58905,US,0,US,M
2024,MI,FT,Analyst,90000,USD,90000,CA,0,CA,M
2024,SE,FT,Analytics Engineer,720000,USD,720000,US,0,US,M
2024,MI,FT,Platform Engineer,160000,USD,160000,US,0,US,M
2024,MI,FT,Data Operations Manager,140000,USD,140000,CA,100,CA,M
2024,SE,FT,Data Architect,89500,USD,89500,US,0,US,M
2024,SE,FT,Software Engineer,174000,USD,174000,US,100,US,M
2024,SE,FT,Data Operations Analyst,180000,USD,180000,US,0,US,M
2024,SE,FT,Software Engineer,276000,USD,276000,US,0,US,M
2024,MI,FT,Product Manager,230000,USD,230000,US,0,US,M
2024,MI,FT,Manager,120000,USD,120000,US,0,US,M
2024,SE,FT,Data Engineer,96000,USD,96000,US,100,US,M
2024,MI,FT,Software Engineer,250000,USD,250000,US,0,US,M
2024,SE,FT,Data Analyst,203000,USD,203000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,277000,USD,277000,US,0,US,M
2024,MI,FT,Data Scientist,172200,USD,172200,US,0,US,M
2024,SE,FT,Engineer,145000,GBP,181250,GB,0,GB,M
2024,MI,FT,Data Scientist,136300,USD,136300,US,0,US,M
2024,SE,FT,Machine Learning Engineer,346500,USD,346500,US,0,US,M
2024,MI,FT,Data Scientist,128150,USD,128150,CA,0,CA,M
2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,DevOps Engineer,75712,USD,75712,US,0,US,M
2024,MI,FT,Associate,100000,USD,100000,US,0,US,M
2024,SE,FT,ML Infrastructure Engineer,127000,USD,127000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,99500,USD,99500,US,0,US,M
2024,SE,FT,Data Engineer,138200,USD,138200,US,0,US,M
2024,SE,FT,Machine Learning Engineer,385200,USD,385200,US,100,US,M
2024,MI,FT,Machine Learning Researcher,163000,USD,163000,US,0,US,M
2024,SE,FT,Data Modeler,132100,USD,132100,US,0,US,M
2024,MI,FT,Software Engineer,134000,USD,134000,US,0,US,M
2024,SE,FT,Software Engineer,136000,USD,136000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
2024,MI,FT,Product Manager,105800,USD,105800,US,0,US,M
2024,MI,FT,Data Scientist,162500,USD,162500,CA,100,CA,M
2024,SE,FT,Applied Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Analyst,81200,USD,81200,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,264200,USD,264200,US,0,US,M
2024,MI,FT,Business Intelligence Engineer,89600,USD,89600,US,0,US,L
2024,SE,FT,Business Intelligence,204000,USD,204000,US,0,US,M
2024,SE,FT,Data Scientist,153850,USD,153850,US,0,US,M
2024,SE,FT,Software Engineer,327000,BRL,66734,BR,100,BR,M
2024,SE,FT,Manager,220000,USD,220000,US,0,US,M
2024,MI,FT,DevOps Engineer,172000,USD,172000,US,0,US,M
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,SE,FT,Solutions Architect,299000,USD,299000,US,0,US,M
2024,MI,FT,Data Manager,107600,USD,107600,US,0,US,M
2024,MI,FT,Data Scientist,112300,USD,112300,US,0,US,M
2024,MI,FT,Research Scientist,256500,USD,256500,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,MI,FT,Manager,200000,USD,200000,US,0,US,M
2024,EN,FT,Data Analyst,70024,USD,70024,US,0,US,M
2024,SE,FT,Research Scientist,94200,USD,94200,US,0,US,M
2024,MI,FT,Data Scientist,154400,GBP,193000,GB,0,GB,M
2024,MI,FT,Data Scientist,112000,USD,112000,US,0,US,M
2024,MI,FT,Data Analyst,177777,USD,177777,US,0,US,M
2024,SE,FT,Software Engineer,175000,USD,175000,US,0,US,M
2024,EN,FT,Engineer,95000,USD,95000,US,0,US,M
2024,SE,FT,Manager,157000,USD,157000,US,0,US,M
2024,SE,FT,Software Engineer,197438,USD,197438,US,0,US,M
2024,SE,FT,Software Engineer,240292,USD,240292,US,0,US,M
2024,EN,FT,Business Analyst,32640,EUR,36266,LT,0,LT,M
2024,SE,FT,Business Intelligence Analyst,121100,USD,121100,US,0,US,M
2024,MI,FT,Research Engineer,184300,USD,184300,US,0,US,M
2024,MI,FT,Software Engineer,98300,USD,98300,US,0,US,M
2024,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Analyst,85000,USD,85000,US,100,US,M
2024,SE,FT,Engineer,134900,USD,134900,US,100,US,M
2024,MI,FT,Manager,69240,USD,69240,US,0,US,M
2024,SE,FT,Data Scientist,196900,USD,196900,US,0,US,M
2024,SE,FT,Data Scientist,197700,USD,197700,US,0,US,M
2024,SE,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Software Engineer,226000,USD,226000,US,0,US,M
2024,SE,FT,Machine Learning Researcher,110000,USD,110000,US,100,US,M
2024,MI,FT,Analytics Engineer,64000,USD,64000,US,0,US,M
2024,SE,FT,Data Analyst,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Data Analyst,102927,AUD,68618,AU,0,AU,M
2024,SE,FT,Cloud Engineer,198000,USD,198000,US,100,US,M
2024,MI,FT,Data Analyst,70000,USD,70000,US,100,US,M
2024,SE,FT,Analytics Lead,125760,USD,125760,US,0,US,M
2024,SE,FT,Software Engineer,282200,USD,282200,US,0,US,M
2024,MI,FT,Software Engineer,147500,USD,147500,US,0,US,M
2024,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2024,SE,FT,Software Engineer,283780,USD,283780,US,0,US,M
2024,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Data Scientist,215625,USD,215625,US,0,US,M
2024,SE,FT,Software Development Engineer,288400,USD,288400,US,0,US,M
2024,SE,FT,Data Scientist,209748,USD,209748,US,0,US,M
2024,SE,FT,Engineer,104000,USD,104000,US,0,US,M
2024,SE,FT,Software Engineer,136000,USD,136000,US,0,US,M
2024,SE,FT,Data and Reporting Professional,71500,USD,71500,US,100,US,M
2024,SE,FT,Data Scientist,244000,USD,244000,US,100,US,M
2024,SE,FT,Manager,120000,USD,120000,US,100,US,M
2024,MI,FT,Manager,175000,USD,175000,US,0,US,M
2024,SE,FT,Data Scientist,115000,USD,115000,CA,100,CA,M
2024,SE,FT,Machine Learning Engineer,187040,USD,187040,US,0,US,M
2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,SE,FT,Software Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,Applied Scientist,117200,USD,117200,US,0,US,M
2024,SE,FT,Data Scientist,259000,USD,259000,US,0,US,M
2024,SE,FT,AI Engineer,169625,USD,169625,US,0,US,M
2024,SE,FT,Data Architect,147100,USD,147100,CA,0,CA,M
2024,MI,FT,Data Scientist,187000,USD,187000,US,0,US,M
2024,SE,FT,Data Governance,210951,USD,210951,US,100,US,M
2024,EX,FT,Engineer,143100,USD,143100,US,0,US,M
2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,SE,FT,Analytics Engineer,196900,USD,196900,US,0,US,M
2024,SE,FT,Software Engineer,600000,USD,600000,US,0,US,M
2024,SE,FT,Data Scientist,202600,USD,202600,US,0,US,M
2024,EN,FT,Data Analyst,87360,USD,87360,US,0,US,M
2024,MI,FT,Software Engineer,159600,USD,159600,CA,0,CA,M
2024,EX,FT,Manager,110000,USD,110000,US,0,US,M
2024,MI,FT,Product Manager,225500,USD,225500,IN,0,IN,M
2024,SE,FT,Engineer,149000,USD,149000,US,0,US,M
2024,SE,FT,Manager,211800,USD,211800,US,100,US,M
2024,SE,FT,Machine Learning Engineer,199800,USD,199800,US,0,US,M
2024,MI,FT,Associate,165000,USD,165000,US,0,US,M
2024,SE,FT,Data Architect,90000,GBP,112500,GB,0,GB,M
2024,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,Solutions Engineer,135400,USD,135400,US,0,US,M
2024,MI,FT,Data Specialist,50470,USD,50470,US,0,US,M
2024,EN,FL,Applied Data Scientist,30000,USD,30000,GB,100,GB,M
2024,MI,FT,Engineer,52016,USD,52016,US,0,US,M
2024,SE,FT,Research Engineer,173000,USD,173000,US,0,US,M
2024,SE,FT,Software Engineer,278400,USD,278400,US,100,US,M
2024,MI,FT,Data Engineer,85000,USD,85000,US,0,US,M
2024,MI,FT,Data Scientist,240000,USD,240000,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,SE,FT,Solution Engineer,165000,USD,165000,US,0,US,M
2024,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
2024,SE,FT,Data Engineer,220000,USD,220000,IT,0,IT,M
2024,MI,FT,Data Engineer,125000,GBP,156250,GB,0,GB,M
2024,SE,FT,Data Engineer,180200,USD,180200,US,0,US,M
2024,MI,FT,Machine Learning Scientist,750000,USD,750000,US,0,US,M
2024,EX,FT,Head of Data,53449,GBP,66811,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,135200,USD,135200,US,0,US,M
2024,MI,FT,Manager,134000,USD,134000,US,100,US,M
2024,SE,FT,Data Analyst,72402,USD,72402,US,100,US,M
2024,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
2024,EN,FT,Data Analytics Specialist,116500,USD,116500,US,0,US,M
2024,SE,FT,Data Scientist,154360,USD,154360,US,0,US,M
2024,MI,FT,Research Scientist,136000,USD,136000,US,0,US,M
2024,MI,FT,Associate,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Engineer,128600,USD,128600,US,0,US,M
2024,EN,FT,Data Analyst,165300,USD,165300,US,0,US,M
2024,MI,FT,BI Engineer,140000,USD,140000,IE,100,IE,M
2024,EN,FT,Machine Learning Engineer,130400,USD,130400,US,0,US,M
2024,SE,FT,Software Engineer,239000,USD,239000,US,0,US,M
2024,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M
2024,SE,FT,Data Analyst,75600,USD,75600,US,0,US,M
2024,SE,FT,AI Architect,170721,USD,170721,US,0,US,M
2024,SE,FT,Data Engineer,156640,USD,156640,US,100,US,M
2024,SE,FT,Data Architect,265200,USD,265200,US,0,US,M
2024,SE,FT,Software Engineer,183580,USD,183580,US,100,US,M
2024,SE,FT,Analytics Engineer,244000,USD,244000,US,0,US,M
2024,SE,FT,Software Engineer,230000,USD,230000,US,0,US,M
2024,EN,FT,Data Analyst,94000,USD,94000,US,0,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Software Engineer,178200,USD,178200,US,0,US,M
2024,SE,FT,Analyst,79700,USD,79700,US,0,US,M
2024,MI,FT,Analyst,97200,USD,97200,CA,0,CA,M
2024,MI,FT,Engineer,121900,USD,121900,US,0,US,M
2024,MI,FT,Data Analyst,78000,USD,78000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,135549,USD,135549,US,100,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,SE,FT,Data Engineer,106605,USD,106605,US,0,US,M
2024,MI,FT,Software Developer,32982,GBP,41227,GB,0,GB,M
2024,SE,FT,Backend Engineer,267720,USD,267720,US,100,US,M
2024,SE,FT,Analytics Engineer,750000,USD,750000,US,0,US,M
2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
2024,SE,FT,Consultant,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Engineer,119000,USD,119000,US,0,US,M
2024,SE,FT,DataOps Engineer,170640,USD,170640,US,100,US,M
2024,SE,FT,Data Scientist,232700,USD,232700,US,0,US,M
2024,SE,FT,Software Engineer,236800,USD,236800,US,100,US,M
2024,EN,FT,Data Analyst,80080,USD,80080,US,0,US,M
